ID,ID_inline,Plant,Repetition,Concentration,Shoot_length_1,Shoot_length_2,Shoot_length_3,Shoot_length_4,Shoot_length_5,Shoot_length_6,Shoot_length_8,Shoot_length_10,Shoot_length_11,Shoot_length_14,germination_1,germination_2,germination_3,germination_4,germination_5,germination_6,germination_8,germination_10,germination_11,germination_14
163,3,rzepak,1,12.5,0.00,0.00,0.10,0.10,0.50,0.50,0.50,0.20,0.30,0.40,no,no,yes,yes,yes,yes,yes,yes,yes,yes
164,4,rzepak,1,12.5,0.00,0.00,0.10,0.10,0.50,0.50,0.50,0.20,0.30,0.40,no,no,yes,yes,yes,yes,yes,yes,yes,yes
165,5,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.25,0.25,0.50,0.20,0.30,0.40,no,no,no,no,yes,yes,yes,yes,yes,yes
166,6,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.25,0.25,0.50,0.20,0.30,0.40,no,no,no,no,yes,yes,yes,yes,yes,yes
167,7,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.40,no,no,no,no,no,yes,no,no,no,yes
168,8,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
169,9,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
170,10,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
171,11,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
172,12,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
173,13,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
174,14,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
175,15,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
176,16,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
177,17,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
178,18,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
179,19,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
180,20,rzepak,1,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
181,1,rzepak,2,12.5,0.00,0.10,0.10,0.10,0.50,0.50,2.00,2.50,3.00,4.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
182,2,rzepak,2,12.5,0.00,0.00,0.10,0.10,0.50,0.50,1.00,1.00,0.50,1.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
183,3,rzepak,2,12.5,0.00,0.00,0.10,0.10,0.20,0.20,0.50,1.00,0.50,1.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
184,4,rzepak,2,12.5,0.00,0.00,0.10,0.10,0.20,0.20,0.50,1.00,0.50,1.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
185,5,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,1.00,no,no,no,no,no,no,yes,yes,yes,yes
186,6,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,1.00,no,no,no,no,no,no,yes,yes,yes,yes
187,7,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.30,1.00,no,no,no,no,no,no,no,yes,yes,yes
188,8,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.30,0.50,no,no,no,no,no,no,no,yes,yes,yes
189,9,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.50,no,no,no,no,no,no,no,no,yes,yes
190,10,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,no,no,no,no,no,no,no,no,no,yes
191,11,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
192,12,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
193,13,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
194,14,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
195,15,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
196,16,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
197,17,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
198,18,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
199,19,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
200,20,rzepak,2,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
201,1,rzepak,1,6.25,0.00,0.10,0.60,0.60,2.00,4.00,7.50,9.50,11.00,12.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
202,2,rzepak,1,6.25,0.00,0.10,0.60,0.60,2.00,3.50,6.50,10.00,10.00,10.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
203,3,rzepak,1,6.25,0.00,0.10,0.60,0.60,2.00,3.50,5.50,8.00,9.00,8.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
204,4,rzepak,1,6.25,0.00,0.10,0.60,0.60,2.00,3.50,4.50,6.00,8.00,11.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
205,5,rzepak,1,6.25,0.00,0.10,0.60,0.60,1.50,2.00,4.50,6.00,6.00,6.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
206,6,rzepak,1,6.25,0.00,0.00,0.60,0.60,1.50,1.00,2.50,4.00,4.00,6.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
207,7,rzepak,1,6.25,0.00,0.00,0.00,0.00,1.50,1.00,2.00,3.00,3.00,6.50,no,no,no,no,yes,yes,yes,yes,yes,yes
208,8,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,no,no,no,no,no,no,yes,yes,yes,yes
209,9,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,1.00,0.50,no,no,no,no,no,no,yes,yes,yes,yes
210,10,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.50,0.50,no,no,no,no,no,no,yes,yes,yes,yes
211,11,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,no,no,no,no,no,no,no,yes,yes,yes
212,12,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
213,13,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
214,14,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
215,15,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
216,16,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
217,17,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
218,18,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
219,19,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
220,20,rzepak,1,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
221,1,rzepak,2,6.25,0.00,0.10,0.50,0.60,1.50,3.00,6.00,9.00,10.00,8.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
222,2,rzepak,2,6.25,0.00,0.10,0.50,0.60,1.50,3.00,6.00,8.00,8.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
223,3,rzepak,2,6.25,0.00,0.10,0.50,0.60,1.50,2.50,5.50,8.00,7.00,7.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
224,4,rzepak,2,6.25,0.00,0.00,0.50,0.60,1.50,2.50,5.50,8.00,7.00,7.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
225,5,rzepak,2,6.25,0.00,0.00,0.50,0.60,1.50,2.50,5.50,7.50,8.00,9.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
226,6,rzepak,2,6.25,0.00,0.00,0.50,0.60,1.00,2.50,5.00,7.50,7.00,6.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
227,7,rzepak,2,6.25,0.00,0.00,0.50,0.60,1.00,1.50,5.00,7.00,5.00,11.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
228,8,rzepak,2,6.25,0.00,0.00,0.50,0.60,1.00,1.50,3.00,7.00,3.00,9.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
229,9,rzepak,2,6.25,0.00,0.00,0.50,0.60,1.00,1.50,3.00,7.00,6.00,9.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
230,10,rzepak,2,6.25,0.00,0.00,0.50,0.60,1.00,1.50,3.00,6.00,6.00,5.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
231,11,rzepak,2,6.25,0.00,0.00,0.50,0.60,1.00,1.50,3.00,4.00,5.00,5.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
232,12,rzepak,2,6.25,0.00,0.00,0.70,0.60,1.00,1.00,3.00,4.00,5.00,4.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
233,13,rzepak,2,6.25,0.00,0.00,0.70,0.60,1.00,1.00,2.00,4.00,5.00,2.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
234,14,rzepak,2,6.25,0.00,0.00,0.70,0.00,0.00,0.50,2.00,4.00,1.00,2.00,no,no,yes,no,no,yes,yes,yes,yes,yes
235,15,rzepak,2,6.25,0.00,0.00,0.00,0.00,0.00,0.50,1.00,4.00,1.00,0.50,no,no,no,no,no,yes,yes,yes,yes,yes
236,16,rzepak,2,6.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.50,0.00,no,no,no,no,no,no,yes,yes,yes,no
237,17,rzepak,2,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,no,no,no,no,no,no,no,yes,no,no
238,18,rzepak,2,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,no,no,no,no,no,no,no,yes,no,no
239,19,rzepak,2,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
240,20,rzepak,2,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
241,1,rzepak,1,3.125,0.00,0.20,0.50,1.00,3.00,6.00,8.00,9.00,9.00,10.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
242,2,rzepak,1,3.125,0.00,0.20,0.50,1.00,3.00,5.50,8.00,9.00,6.00,7.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
243,3,rzepak,1,3.125,0.00,0.20,0.50,1.00,3.00,5.50,7.00,9.00,7.50,6.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
244,4,rzepak,1,3.125,0.00,0.20,0.50,1.00,3.00,5.00,7.00,9.00,6.00,7.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
245,5,rzepak,1,3.125,0.00,0.20,0.50,0.50,2.00,4.00,6.00,8.00,6.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
246,6,rzepak,1,3.125,0.00,0.20,0.50,0.50,2.00,4.00,6.00,8.00,8.00,9.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
247,7,rzepak,1,3.125,0.00,0.00,0.50,0.50,2.00,4.00,6.00,7.00,7.00,6.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
248,8,rzepak,1,3.125,0.00,0.00,0.50,0.50,2.00,3.50,6.00,7.00,9.00,8.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
249,9,rzepak,1,3.125,0.00,0.00,0.50,0.50,2.00,3.50,5.50,7.00,5.00,7.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
250,10,rzepak,1,3.125,0.00,0.00,0.50,0.50,2.00,3.50,5.50,7.00,7.00,8.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
251,11,rzepak,1,3.125,0.00,0.00,0.50,0.50,2.00,3.50,5.50,7.00,9.00,10.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
252,12,rzepak,1,3.125,0.00,0.00,1.00,0.50,2.00,3.00,5.50,7.00,8.00,9.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
253,13,rzepak,1,3.125,0.00,0.00,1.00,0.50,2.00,3.00,5.50,7.00,6.00,8.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
254,14,rzepak,1,3.125,0.00,0.00,0.00,0.50,2.00,3.00,5.00,7.00,8.00,8.00,no,no,no,yes,yes,yes,yes,yes,yes,yes
255,15,rzepak,1,3.125,0.00,0.00,0.00,0.50,2.00,3.00,5.00,7.00,4.00,8.00,no,no,no,yes,yes,yes,yes,yes,yes,yes
256,16,rzepak,1,3.125,0.00,0.00,0.00,0.50,1.00,2.00,3.50,5.00,6.00,7.00,no,no,no,yes,yes,yes,yes,yes,yes,yes
257,17,rzepak,1,3.125,0.00,0.00,0.00,0.00,1.00,2.00,2.00,4.00,7.00,9.00,no,no,no,no,yes,yes,yes,yes,yes,yes
258,18,rzepak,1,3.125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
259,19,rzepak,1,3.125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
260,20,rzepak,1,3.125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
261,1,rzepak,2,3.125,0.00,0.00,1.00,1.00,4.00,5.50,6.50,8.50,8.00,8.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
262,2,rzepak,2,3.125,0.00,0.20,1.00,1.00,4.00,5.50,6.50,8.50,7.00,7.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
263,3,rzepak,2,3.125,0.00,0.20,1.00,1.00,3.00,4.00,6.50,8.50,7.00,6.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
264,4,rzepak,2,3.125,0.00,0.20,1.00,1.00,3.00,4.00,6.50,8.50,7.00,8.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
265,5,rzepak,2,3.125,0.00,0.20,1.00,1.00,2.00,4.00,6.50,8.50,8.00,6.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
266,6,rzepak,2,3.125,0.00,0.20,1.00,1.00,2.00,4.00,6.50,7.00,7.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
267,7,rzepak,2,3.125,0.00,0.20,1.00,1.00,1.50,4.00,6.50,7.00,6.00,8.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
268,8,rzepak,2,3.125,0.00,0.20,1.00,0.80,1.50,4.00,6.00,7.00,8.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
269,9,rzepak,2,3.125,0.00,0.00,1.00,0.80,1.50,3.50,6.00,7.00,9.00,8.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
270,10,rzepak,2,3.125,0.00,0.00,1.00,0.80,1.50,3.50,6.00,7.00,9.00,9.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
271,11,rzepak,2,3.125,0.00,0.00,0.50,0.80,1.50,3.50,5.50,7.00,7.00,8.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
272,12,rzepak,2,3.125,0.00,0.00,0.50,0.80,1.50,3.50,5.50,7.00,7.00,8.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
273,13,rzepak,2,3.125,0.00,0.00,0.50,0.80,1.50,3.50,4.00,7.00,8.00,8.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
274,14,rzepak,2,3.125,0.00,0.00,0.50,0.80,1.50,3.50,4.00,7.00,8.00,7.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
275,15,rzepak,2,3.125,0.00,0.00,0.50,0.80,1.50,3.50,4.00,5.00,6.00,9.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
276,16,rzepak,2,3.125,0.00,0.00,0.50,0.80,1.50,3.00,3.00,5.00,6.00,9.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
277,17,rzepak,2,3.125,0.00,0.00,0.50,0.80,0.00,2.00,0.00,5.00,7.00,8.00,no,no,yes,yes,no,yes,no,yes,yes,yes
278,18,rzepak,2,3.125,0.00,0.00,0.50,0.80,0.00,1.00,0.00,5.00,7.00,8.00,no,no,yes,yes,no,yes,no,yes,yes,yes
279,19,rzepak,2,3.125,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,8.00,8.00,no,no,no,yes,no,no,no,no,yes,yes
280,20,rzepak,2,3.125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no,no,no,no,no,no,no,no,no,no
281,1,rzepak,1,1.5625,0.00,0.25,1.00,1.00,3.50,5.00,7.00,8.50,9.00,9.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
282,2,rzepak,1,1.5625,0.00,0.25,1.00,1.00,3.50,5.00,7.00,8.50,9.00,7.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
283,3,rzepak,1,1.5625,0.00,0.25,1.00,1.00,3.50,5.00,7.00,8.50,8.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
284,4,rzepak,1,1.5625,0.00,0.25,1.00,1.00,3.50,4.00,6.00,8.00,6.00,7.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
285,5,rzepak,1,1.5625,0.00,0.25,1.00,1.00,3.50,4.00,6.00,8.00,6.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
286,6,rzepak,1,1.5625,0.00,0.25,1.00,1.00,3.50,4.00,6.00,8.00,5.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
287,7,rzepak,1,1.5625,0.00,0.25,1.00,1.00,3.50,4.00,6.00,8.00,5.00,10.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
288,8,rzepak,1,1.5625,0.00,0.25,1.00,1.00,2.00,4.00,6.00,8.00,5.00,3.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
289,9,rzepak,1,1.5625,0.00,0.25,1.00,1.00,2.00,4.00,6.00,7.00,7.00,3.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
290,10,rzepak,1,1.5625,0.00,0.25,1.00,1.00,2.00,4.00,6.00,7.00,7.00,3.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
291,11,rzepak,1,1.5625,0.00,0.25,1.00,0.70,2.00,4.00,6.00,7.00,7.00,5.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
292,12,rzepak,1,1.5625,0.00,0.25,1.00,0.70,2.00,4.00,5.50,7.00,7.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
293,13,rzepak,1,1.5625,0.00,0.00,0.70,0.70,2.00,3.00,5.50,7.00,7.00,6.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
294,14,rzepak,1,1.5625,0.00,0.00,0.70,0.70,2.00,3.00,4.50,7.00,7.00,5.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
295,15,rzepak,1,1.5625,0.00,0.00,0.70,0.70,2.00,3.00,4.50,7.00,7.00,8.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
296,16,rzepak,1,1.5625,0.00,0.00,0.70,0.70,2.00,2.00,4.50,6.00,7.00,7.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
297,17,rzepak,1,1.5625,0.00,0.00,0.70,0.70,4.00,2.00,4.50,5.00,7.00,8.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
298,18,rzepak,1,1.5625,0.00,0.00,0.00,0.70,4.00,1.00,0.00,5.00,7.00,8.00,no,no,no,yes,yes,yes,no,yes,yes,yes
299,19,rzepak,1,1.5625,0.00,0.00,0.00,0.70,1.00,0.00,0.00,5.00,0.00,8.00,no,no,no,yes,yes,no,no,yes,no,yes
300,20,rzepak,1,1.5625,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,8.50,no,no,no,no,yes,no,no,yes,no,yes
301,1,rzepak,2,1.5625,0.00,0.25,1.00,2.00,3.50,5.00,9.00,10.00,10.00,7.50,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
302,2,rzepak,2,1.5625,0.00,0.25,1.00,1.00,3.50,5.00,7.50,8.00,3.00,5.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
303,3,rzepak,2,1.5625,0.00,0.25,1.00,1.00,3.50,5.00,7.50,8.00,3.00,6.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
304,4,rzepak,2,1.5625,0.00,0.25,1.00,1.00,3.50,5.00,7.50,8.00,3.00,6.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
305,5,rzepak,2,1.5625,0.00,0.25,1.00,1.00,3.50,4.50,7.50,8.00,5.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
306,6,rzepak,2,1.5625,0.00,0.25,1.00,1.00,2.50,4.50,7.00,8.00,5.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
307,7,rzepak,2,1.5625,0.00,0.25,1.00,1.00,2.50,4.50,7.00,8.00,6.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
308,8,rzepak,2,1.5625,0.00,0.25,1.00,1.00,2.50,4.50,7.00,8.00,7.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
309,9,rzepak,2,1.5625,0.00,0.25,1.00,1.00,2.50,4.50,7.00,8.00,7.00,8.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
310,10,rzepak,2,1.5625,0.00,0.25,1.00,0.60,2.50,4.50,7.00,8.00,7.00,7.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
311,11,rzepak,2,1.5625,0.00,0.25,0.50,0.60,2.50,4.50,7.00,8.00,7.00,7.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
312,12,rzepak,2,1.5625,0.00,0.25,0.50,0.60,2.50,4.00,7.00,8.00,7.00,7.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
313,13,rzepak,2,1.5625,0.00,0.25,0.50,0.60,1.50,4.00,6.50,8.00,7.00,7.00,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
314,14,rzepak,2,1.5625,0.00,0.00,0.50,0.60,1.50,3.50,6.50,8.00,7.50,7.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
315,15,rzepak,2,1.5625,0.00,0.00,0.50,0.60,1.50,3.50,6.50,7.50,7.50,7.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
316,16,rzepak,2,1.5625,0.00,0.00,0.50,0.60,1.50,3.50,3.00,7.50,8.00,9.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
317,17,rzepak,2,1.5625,0.00,0.00,0.50,0.60,1.50,2.00,3.00,7.50,7.00,2.00,no,no,yes,yes,yes,yes,yes,yes,yes,yes
318,18,rzepak,2,1.5625,0.00,0.00,0.50,0.60,1.50,1.50,2.00,6.00,3.00,9.50,no,no,yes,yes,yes,yes,yes,yes,yes,yes
319,19,rzepak,2,1.5625,0.00,0.00,0.00,0.60,1.50,1.50,2.00,3.50,0.00,7.50,no,no,no,yes,yes,yes,yes,yes,no,yes
320,20,rzepak,2,1.5625,0.00,0.00,0.00,0.60,0.00,0.00,0.00,3.00,0.00,1.00,no,no,no,yes,no,no,no,yes,no,yes
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
